rating_id,order_id,customer_rating,feedback
130,200,1.7,Excellent service
131,201,2.0,Best biryani ever
132,205,4.2,Will order again
133,206,4.4,Will order again
134,207,3.9,Great food!
135,208,4.1,Will order again
136,210,2.0,Will order again
137,211,2.1,Excellent service
138,212,2.9,Hot and fresh delivery
139,213,4.4,Quick delivery
140,214,2.7,Food was cold
141,215,3.1,Great food!
142,216,1.8,Delivery was late
143,217,1.8,Average experience
144,218,2.5,Quick delivery
145,219,2.8,Great food!
146,220,2.8,Will order again
147,221,2.8,Best biryani ever
148,222,2.4,Food was cold
149,223,4.9,Food was cold
150,224,3.7,Best biryani ever
151,227,1.4,Wrong item delivered
152,228,3.0,Packaging was poor
153,229,4.8,Excellent service
154,230,3.3,Amazing taste
155,231,3.1,Wrong item delivered
156,232,3.6,Wrong item delivered
157,233,3.2,Quick delivery
158,234,3.8,Will order again
159,235,5.0,Quick delivery
160,237,1.5,Food was cold
161,238,3.4,Packaging was poor
162,240,2.1,Amazing taste
163,242,1.2,Amazing taste
164,243,4.5,Best biryani ever
165,245,1.3,Best biryani ever
166,247,1.7,Packaging was poor
167,248,3.8,Great food!
168,252,4.2,Hot and fresh delivery
169,253,4.4,Delivery was late
170,254,4.9,Average experience
171,255,4.4,Hot and fresh delivery
172,256,2.6,Average experience
173,257,2.9,Best biryani ever
174,259,1.6,Hot and fresh delivery
175,260,3.1,Average experience
176,261,4.1,Will order again
177,262,1.1,Delivery was late
178,263,4.1,Great food!
179,264,3.7,Packaging was poor
180,265,4.9,Packaging was poor
181,267,3.2,Food was cold
182,268,4.8,Wrong item delivered
183,269,5.0,Packaging was poor
184,270,1.5,Hot and fresh delivery
185,273,1.2,Great food!
186,275,4.7,Wrong item delivered
187,276,2.7,Delivery was late
188,277,3.1,Great food!
189,281,3.3,Quick delivery
190,282,3.5,Food was cold
191,283,1.8,Delivery was late
192,284,4.7,Will order again
193,285,4.2,Packaging was poor
194,286,3.5,Average experience
195,289,1.9,Packaging was poor
196,290,1.2,Great food!
197,291,4.6,Hot and fresh delivery
198,292,1.2,Will order again
199,293,1.4,Wrong item delivered
200,294,2.3,Best biryani ever
201,295,2.9,Great food!
202,296,1.5,Excellent service
203,297,4.3,Best biryani ever
204,299,2.1,Delivery was late
205,300,4.9,Hot and fresh delivery
206,303,3.5,Food was cold
207,305,2.1,Excellent service
208,306,1.6,Amazing taste
209,309,2.8,Packaging was poor
210,310,3.6,Packaging was poor
211,311,3.8,Packaging was poor
212,312,1.4,Best biryani ever
213,313,1.6,Hot and fresh delivery
214,315,4.5,Amazing taste
215,317,3.2,Wrong item delivered
216,320,4.9,Wrong item delivered
217,323,3.1,Quick delivery
218,324,1.4,Wrong item delivered
219,325,4.9,Will order again
220,327,3.5,Wrong item delivered
221,328,4.2,Great food!
222,329,1.5,Food was cold
223,330,3.1,Hot and fresh delivery
224,331,2.6,Delivery was late
225,332,3.5,Best biryani ever
226,335,1.4,Quick delivery
227,337,4.8,Hot and fresh delivery
228,338,1.9,Amazing taste
229,339,3.9,Average experience
230,341,4.1,Excellent service
231,342,4.0,Best biryani ever
232,343,1.4,Wrong item delivered
233,344,3.7,Great food!
234,345,2.1,Amazing taste
235,346,1.1,Excellent service
236,348,3.0,Will order again
237,349,1.4,Hot and fresh delivery
238,350,1.5,Amazing taste
239,353,2.2,Food was cold
240,355,3.6,Food was cold
241,357,1.1,Great food!
242,359,1.1,Great food!
243,360,2.6,Wrong item delivered
244,361,3.4,Quick delivery
245,363,4.2,Quick delivery
246,364,1.9,Great food!
247,365,2.0,Great food!
248,367,3.6,Amazing taste
249,368,4.6,Great food!
250,369,2.6,Food was cold
251,370,1.5,Average experience
252,372,4.3,Average experience
253,373,1.8,Great food!
254,374,3.9,Delivery was late
255,375,2.6,Will order again
256,376,1.3,Wrong item delivered
257,378,3.9,Delivery was late
258,379,2.3,Quick delivery
259,380,2.4,Great food!
260,381,3.1,Will order again
261,382,4.5,Average experience
262,384,2.0,Food was cold
263,386,1.3,Quick delivery
264,390,3.3,Packaging was poor
265,391,4.1,Best biryani ever
266,392,3.8,Quick delivery
267,394,2.7,Delivery was late
268,395,3.4,Food was cold
269,396,4.8,Delivery was late
270,400,3.9,Packaging was poor
271,401,2.1,Hot and fresh delivery
272,402,2.2,Delivery was late
273,403,4.8,Excellent service
274,404,2.7,Excellent service
275,405,3.6,Best biryani ever
276,407,2.7,Food was cold
277,408,2.9,Quick delivery
278,409,2.7,Food was cold
279,410,2.1,Wrong item delivered
280,412,2.6,Excellent service
281,414,4.4,Will order again
282,415,1.8,Packaging was poor
283,416,4.4,Quick delivery
284,417,4.9,Best biryani ever
285,418,1.8,Excellent service
286,419,3.8,Best biryani ever
287,426,4.3,Average experience
288,427,3.8,Amazing taste
289,428,4.5,Great food!
290,430,2.9,Will order again
291,432,2.7,Great food!
292,433,4.7,Wrong item delivered
293,435,4.0,Packaging was poor
294,436,4.5,Packaging was poor
295,437,3.8,Quick delivery
296,438,4.7,Wrong item delivered
297,440,1.7,Best biryani ever
298,442,2.3,Amazing taste
299,443,3.3,Quick delivery
300,444,4.5,Average experience
301,446,5.0,Amazing taste
302,447,1.7,Amazing taste
303,449,4.0,Food was cold
304,450,1.7,Food was cold
305,451,3.2,Hot and fresh delivery
306,452,4.6,Hot and fresh delivery
307,453,4.2,Will order again
308,455,1.3,Great food!
309,456,3.6,Packaging was poor
310,458,3.5,Hot and fresh delivery
311,459,4.3,Average experience
312,464,4.7,Will order again
313,465,3.4,Great food!
314,467,4.5,Average experience
315,468,3.6,Food was cold
316,469,1.4,Wrong item delivered
317,470,2.8,Hot and fresh delivery
318,471,2.4,Great food!
319,472,1.6,Great food!
320,473,3.1,Great food!
321,474,4.7,Quick delivery
322,475,3.6,Will order again
323,476,2.2,Great food!
324,477,4.7,Excellent service
325,480,3.1,Hot and fresh delivery
326,481,3.7,Food was cold
327,483,2.6,Packaging was poor
328,485,2.9,Will order again
329,486,1.2,Delivery was late
330,487,2.4,Hot and fresh delivery
331,488,1.0,Food was cold
332,489,3.5,Wrong item delivered
333,490,4.1,Hot and fresh delivery
334,491,4.7,Best biryani ever
335,492,4.5,Best biryani ever
336,493,4.9,Will order again
337,494,4.7,Will order again
338,496,2.9,Great food!
339,497,2.2,Will order again
340,499,5.0,Best biryani ever
341,502,3.8,Quick delivery
342,504,1.2,Average experience
343,505,1.7,Great food!
344,507,4.8,Best biryani ever
345,509,3.0,Excellent service
346,510,3.2,Excellent service
347,511,3.8,Quick delivery
348,515,1.9,Hot and fresh delivery
349,516,1.2,Wrong item delivered
350,517,4.6,Hot and fresh delivery
351,518,5.0,Quick delivery
352,519,3.0,Best biryani ever
353,520,4.8,Packaging was poor
354,521,1.9,Average experience
355,523,2.2,Quick delivery
356,524,4.7,Wrong item delivered
357,525,1.8,Amazing taste
358,526,4.6,Quick delivery
359,527,2.4,Delivery was late
360,528,1.1,Packaging was poor
361,529,3.1,Quick delivery
362,530,1.9,Hot and fresh delivery
363,531,4.4,Wrong item delivered
364,532,4.8,Hot and fresh delivery
365,533,2.7,Great food!
366,535,4.8,Amazing taste
367,536,1.6,Delivery was late
368,537,3.1,Will order again
369,539,3.6,Wrong item delivered
370,540,1.2,Best biryani ever
371,542,2.4,Great food!
372,543,3.0,Hot and fresh delivery
373,544,3.2,Food was cold
374,546,3.3,Packaging was poor
375,549,3.6,Best biryani ever
376,551,1.1,Quick delivery
377,552,4.0,Wrong item delivered
378,553,4.5,Delivery was late
379,554,3.1,Amazing taste
380,555,3.5,Quick delivery
381,556,4.1,Hot and fresh delivery
382,557,4.6,Food was cold
383,558,2.3,Great food!
384,563,4.4,Excellent service
385,564,2.7,Packaging was poor
386,566,1.6,Hot and fresh delivery
387,567,4.5,Wrong item delivered
388,569,4.6,Great food!
389,570,4.5,Wrong item delivered
390,571,2.8,Great food!
391,572,4.0,Quick delivery
392,573,2.8,Average experience
393,576,3.0,Hot and fresh delivery
394,577,1.4,Hot and fresh delivery
395,578,4.0,Delivery was late
396,582,2.0,Packaging was poor
397,583,2.8,Amazing taste
398,584,1.4,Great food!
399,586,1.8,Will order again
400,587,4.8,Wrong item delivered
401,588,5.0,Excellent service
402,589,1.3,Quick delivery
403,590,4.2,Food was cold
404,591,3.3,Food was cold
405,592,3.1,Delivery was late
406,594,2.6,Delivery was late
407,595,2.0,Excellent service
408,596,3.5,Food was cold
409,597,1.6,Amazing taste
410,598,4.8,Excellent service
411,600,3.5,Excellent service
412,602,3.1,Amazing taste
413,604,4.9,Will order again
414,605,2.2,Food was cold
415,606,1.9,Amazing taste
416,607,5.0,Excellent service
417,609,4.9,Average experience
418,610,3.9,Wrong item delivered
419,611,4.0,Best biryani ever
420,612,4.0,Delivery was late
421,613,3.4,Food was cold
422,615,2.3,Average experience
423,618,1.4,Hot and fresh delivery
424,619,4.4,Excellent service
425,621,4.6,Packaging was poor
426,623,1.8,Excellent service
427,624,1.8,Delivery was late
428,625,4.8,Packaging was poor
429,627,1.5,Delivery was late
430,628,4.9,Packaging was poor
431,631,2.1,Best biryani ever
432,633,3.1,Average experience
433,634,3.2,Wrong item delivered
434,635,2.9,Hot and fresh delivery
435,636,2.8,Will order again
436,637,3.0,Amazing taste
437,638,1.2,Wrong item delivered
438,639,1.0,Will order again
439,640,1.4,Amazing taste
440,641,1.9,Will order again
441,643,3.7,Food was cold
442,644,4.4,Great food!
443,645,3.1,Food was cold
444,648,1.7,Delivery was late
445,649,1.4,Packaging was poor
446,650,1.1,Excellent service
447,651,4.1,Amazing taste
448,653,3.7,Hot and fresh delivery
449,654,2.7,Delivery was late
450,655,3.5,Amazing taste
451,657,1.3,Food was cold
452,658,2.4,Packaging was poor
453,659,2.9,Hot and fresh delivery
454,660,2.1,Delivery was late
455,662,2.1,Quick delivery
456,663,4.9,Amazing taste
457,664,2.9,Packaging was poor
458,665,2.4,Average experience
459,666,3.1,Best biryani ever
460,668,2.3,Will order again
461,669,2.9,Delivery was late
462,671,2.5,Food was cold
463,672,2.2,Amazing taste
464,673,3.0,Wrong item delivered
465,674,3.2,Food was cold
466,675,1.8,Delivery was late
467,676,3.3,Packaging was poor
468,677,4.9,Packaging was poor
469,678,2.0,Best biryani ever
470,681,3.9,Packaging was poor
471,682,1.8,Great food!
472,684,4.3,Amazing taste
473,685,4.6,Best biryani ever
474,686,3.0,Delivery was late
475,687,1.9,Amazing taste
476,688,4.9,Food was cold
477,689,4.7,Will order again
478,691,3.3,Will order again
479,694,1.3,Best biryani ever
480,695,1.5,Excellent service
481,696,4.6,Best biryani ever
482,697,4.7,Best biryani ever
483,698,3.4,Quick delivery
484,700,5.0,Great food!
485,701,2.8,Packaging was poor
486,702,1.2,Average experience
487,703,2.3,Quick delivery
488,704,1.2,Wrong item delivered
489,705,3.6,Amazing taste
490,707,3.7,Delivery was late
491,708,2.1,Delivery was late
492,709,3.0,Packaging was poor
493,710,1.1,Best biryani ever
494,711,4.3,Best biryani ever
495,713,3.9,Delivery was late
496,714,3.7,Packaging was poor
497,715,3.4,Wrong item delivered
498,716,4.4,Delivery was late
499,717,4.4,Packaging was poor
500,718,2.9,Quick delivery
501,719,1.3,Quick delivery
502,723,2.8,Delivery was late
503,724,2.6,Amazing taste
504,725,4.2,Average experience
505,726,3.1,Hot and fresh delivery
506,728,3.3,Quick delivery
507,729,2.0,Food was cold
508,732,3.4,Will order again
509,733,1.6,Delivery was late
510,734,4.0,Quick delivery
511,735,4.8,Hot and fresh delivery
512,736,3.3,Quick delivery
513,737,4.1,Quick delivery
514,738,3.0,Amazing taste
515,740,3.2,Packaging was poor
516,743,5.0,Quick delivery
517,745,2.2,Excellent service
518,747,1.2,Quick delivery
519,748,4.9,Amazing taste
520,749,4.9,Quick delivery
521,751,4.5,Best biryani ever
522,753,1.5,Wrong item delivered
523,755,3.8,Best biryani ever
524,757,4.0,Packaging was poor
525,758,1.4,Wrong item delivered
526,759,1.1,Average experience
527,760,2.8,Hot and fresh delivery
528,761,2.7,Average experience
529,763,1.9,Hot and fresh delivery
530,764,2.4,Best biryani ever
531,765,2.5,Will order again
532,766,1.7,Wrong item delivered
533,768,3.6,Amazing taste
534,769,1.3,Packaging was poor
535,770,1.4,Amazing taste
536,771,3.7,Delivery was late
537,772,2.9,Wrong item delivered
538,773,3.7,Average experience
539,774,1.4,Best biryani ever
540,777,3.8,Amazing taste
541,778,1.3,Packaging was poor
542,779,4.9,Amazing taste
543,780,1.5,Wrong item delivered
544,783,4.7,Great food!
545,784,3.1,Delivery was late
546,785,3.7,Will order again
547,786,2.1,Average experience
548,788,3.8,Average experience
549,791,1.8,Wrong item delivered
550,792,2.9,Hot and fresh delivery
551,794,4.1,Packaging was poor
552,796,1.4,Wrong item delivered
553,799,1.8,Hot and fresh delivery
554,801,3.6,Quick delivery
555,803,5.0,Packaging was poor
556,804,1.6,Average experience
557,805,4.3,Best biryani ever
558,808,2.8,Amazing taste
559,810,4.0,Packaging was poor
560,811,2.8,Best biryani ever
561,812,2.8,Best biryani ever
562,814,2.8,Average experience
563,816,3.5,Best biryani ever
564,817,1.3,Average experience
565,818,4.0,Best biryani ever
566,820,2.8,Wrong item delivered
567,821,3.7,Great food!
568,822,2.6,Hot and fresh delivery
569,823,4.2,Wrong item delivered
570,824,3.8,Delivery was late
571,825,3.5,Great food!
572,826,3.4,Food was cold
573,827,3.0,Wrong item delivered
574,829,2.7,Packaging was poor
575,830,2.3,Quick delivery
576,832,4.5,Excellent service
577,834,4.1,Packaging was poor
578,835,3.0,Hot and fresh delivery
579,836,4.6,Average experience
580,837,1.1,Quick delivery
581,838,1.6,Delivery was late
582,839,1.6,Best biryani ever
583,840,4.8,Amazing taste
584,841,4.2,Amazing taste
585,842,1.4,Will order again
586,843,4.1,Best biryani ever
587,844,2.5,Wrong item delivered
588,845,3.6,Amazing taste
589,846,2.4,Amazing taste
590,849,3.0,Quick delivery
591,850,1.1,Amazing taste
592,852,1.4,Wrong item delivered
593,853,3.3,Delivery was late
594,855,3.8,Best biryani ever
595,857,2.4,Quick delivery
596,858,4.0,Excellent service
597,860,4.9,Wrong item delivered
598,861,2.9,Food was cold
599,862,4.0,Average experience
600,864,2.6,Excellent service
601,867,3.4,Delivery was late
602,868,1.3,Best biryani ever
603,869,2.8,Quick delivery
604,870,1.9,Will order again
605,871,1.2,Hot and fresh delivery
606,872,1.8,Hot and fresh delivery
607,873,3.4,Delivery was late
608,877,2.7,Quick delivery
609,878,1.6,Quick delivery
610,880,4.7,Quick delivery
611,883,4.3,Amazing taste
612,884,1.3,Will order again
613,885,2.5,Average experience
614,887,1.8,Hot and fresh delivery
615,888,4.7,Best biryani ever
616,890,2.7,Quick delivery
617,891,1.0,Will order again
618,892,1.3,Will order again
619,893,1.7,Average experience
620,894,3.7,Packaging was poor
621,897,2.7,Will order again
622,900,3.4,Excellent service
623,901,1.8,Hot and fresh delivery
624,902,1.9,Food was cold
625,903,1.3,Amazing taste
626,904,4.4,Quick delivery
627,906,2.9,Will order again
628,909,4.3,Average experience
629,910,3.9,Food was cold
630,911,4.3,Wrong item delivered
631,912,4.5,Hot and fresh delivery
632,913,5.0,Great food!
633,914,4.2,Best biryani ever
634,916,4.5,Amazing taste
635,917,3.8,Food was cold
636,918,3.1,Amazing taste
637,920,3.2,Delivery was late
638,921,2.5,Wrong item delivered
639,922,2.5,Hot and fresh delivery
640,923,4.6,Food was cold
641,924,4.4,Excellent service
642,925,3.7,Excellent service
643,927,2.1,Packaging was poor
644,928,2.1,Best biryani ever
645,929,1.7,Wrong item delivered
646,930,1.1,Excellent service
647,932,2.3,Will order again
648,933,1.4,Amazing taste
649,934,1.9,Hot and fresh delivery
650,935,3.7,Packaging was poor
651,936,1.3,Packaging was poor
652,937,4.8,Wrong item delivered
653,938,2.3,Best biryani ever
654,940,3.9,Average experience
655,941,2.9,Food was cold
656,942,4.0,Great food!
657,943,4.4,Quick delivery
658,944,2.6,Will order again
659,945,2.4,Amazing taste
660,946,4.4,Best biryani ever
661,947,4.0,Food was cold
662,948,3.1,Quick delivery
663,949,3.1,Food was cold
664,953,1.7,Will order again
665,954,3.1,Hot and fresh delivery
666,955,2.5,Food was cold
667,956,3.8,Packaging was poor
668,957,1.6,Average experience
669,958,1.4,Average experience
670,959,2.8,Average experience
671,961,2.2,Will order again
672,962,1.7,Quick delivery
673,965,4.0,Great food!
674,966,4.5,Packaging was poor
675,967,2.6,Will order again
676,968,1.2,Amazing taste
677,969,2.1,Will order again
678,970,3.4,Hot and fresh delivery
679,971,3.3,Packaging was poor
680,972,1.2,Amazing taste
681,973,4.7,Average experience
682,974,3.5,Excellent service
683,975,2.6,Packaging was poor
684,976,2.8,Wrong item delivered
685,977,2.9,Delivery was late
686,978,3.6,Best biryani ever
687,979,3.2,Wrong item delivered
688,980,2.6,Wrong item delivered
689,981,4.5,Best biryani ever
690,982,4.0,Delivery was late
691,983,4.8,Excellent service
692,985,3.2,Great food!
693,986,3.0,Delivery was late
694,987,3.0,Will order again
695,988,3.6,Excellent service
696,989,4.5,Packaging was poor
697,991,2.6,Packaging was poor
698,992,3.0,Will order again
699,993,3.2,Excellent service
700,994,1.7,Will order again
701,997,1.9,Average experience
702,998,4.5,Amazing taste
703,1000,3.6,Quick delivery
704,1001,1.3,Food was cold
705,1002,2.6,Delivery was late
706,1004,3.7,Average experience
707,1005,2.7,Will order again
708,1006,1.0,Hot and fresh delivery
709,1007,1.9,Average experience
710,1008,4.9,Hot and fresh delivery
711,1009,2.1,Delivery was late
712,1012,4.1,Average experience
713,1014,1.1,Hot and fresh delivery
714,1015,2.9,Delivery was late
715,1016,2.0,Great food!
716,1018,4.5,Packaging was poor
717,1019,3.2,Great food!
718,1026,2.1,Wrong item delivered
719,1028,2.3,Average experience
720,1029,4.8,Packaging was poor
721,1030,2.3,Excellent service
722,1033,2.5,Will order again
723,1034,2.7,Amazing taste
724,1035,3.8,Packaging was poor
725,1036,4.5,Packaging was poor
726,1039,2.8,Wrong item delivered
727,1040,3.5,Wrong item delivered
728,1041,1.2,Average experience
729,1042,4.3,Hot and fresh delivery
730,1043,4.0,Packaging was poor
731,1044,3.5,Average experience
732,1045,2.1,Best biryani ever
733,1046,4.9,Hot and fresh delivery
734,1049,3.2,Delivery was late
735,1050,4.0,Quick delivery
736,1051,1.1,Quick delivery
737,1052,1.2,Great food!
738,1053,3.4,Will order again
739,1054,4.1,Best biryani ever
740,1056,4.2,Best biryani ever
741,1057,3.3,Amazing taste
742,1062,3.8,Food was cold
743,1063,1.6,Excellent service
744,1064,4.2,Average experience
745,1067,4.3,Hot and fresh delivery
746,1068,2.0,Delivery was late
747,1070,2.4,Best biryani ever
748,1071,4.8,Will order again
749,1072,4.5,Delivery was late
750,1073,4.0,Average experience
751,1074,4.3,Packaging was poor
752,1076,3.3,Food was cold
753,1077,4.8,Delivery was late
754,1078,3.6,Will order again
755,1079,3.9,Food was cold
756,1080,3.8,Wrong item delivered
757,1082,4.6,Quick delivery
758,1084,1.7,Delivery was late
759,1085,3.6,Average experience
760,1086,2.5,Great food!
761,1087,1.8,Food was cold
762,1088,1.6,Quick delivery
763,1089,1.5,Quick delivery
764,1090,3.5,Delivery was late
765,1095,2.1,Quick delivery
766,1097,1.6,Amazing taste
767,1098,2.3,Average experience
768,1100,3.1,Will order again
769,1101,4.9,Wrong item delivered
770,1104,3.9,Best biryani ever
771,1105,2.4,Excellent service
772,1106,1.2,Will order again
773,1107,1.7,Average experience
774,1108,2.5,Wrong item delivered
775,1111,4.2,Excellent service
776,1112,4.7,Average experience
777,1113,1.1,Best biryani ever
778,1114,1.2,Hot and fresh delivery
779,1115,4.2,Wrong item delivered
780,1116,4.6,Average experience
781,1117,3.8,Packaging was poor
782,1118,2.8,Hot and fresh delivery
783,1119,2.6,Delivery was late
784,1122,3.0,Best biryani ever
785,1123,1.1,Delivery was late
786,1124,4.3,Will order again
787,1125,2.0,Will order again
788,1126,1.1,Great food!
789,1127,3.3,Will order again
790,1129,1.5,Hot and fresh delivery
791,1131,2.7,Best biryani ever
792,1132,3.8,Great food!
793,1134,4.7,Amazing taste
794,1135,1.0,Wrong item delivered
795,1139,3.7,Wrong item delivered
796,1140,4.8,Average experience
797,1141,2.4,Average experience
798,1142,4.5,Great food!
799,1146,2.7,Hot and fresh delivery
800,1147,2.5,Will order again
801,1148,3.0,Best biryani ever
802,1149,4.3,Excellent service
803,1151,1.2,Food was cold
804,1152,4.9,Average experience
805,1154,3.1,Delivery was late
806,1155,4.2,Packaging was poor
807,1157,3.1,Amazing taste
808,1158,1.3,Great food!
809,1160,3.2,Hot and fresh delivery
810,1161,1.7,Will order again
811,1163,4.0,Excellent service
812,1164,3.9,Packaging was poor
813,1165,2.8,Best biryani ever
814,1166,4.6,Will order again
815,1167,3.4,Average experience
816,1168,3.2,Excellent service
817,1169,1.8,Quick delivery
818,1170,2.1,Quick delivery
819,1171,4.4,Hot and fresh delivery
820,1172,3.7,Best biryani ever
821,1174,4.9,Amazing taste
822,1175,3.1,Food was cold
823,1177,2.1,Packaging was poor
824,1178,4.4,Average experience
825,1179,4.9,Average experience
826,1180,3.5,Hot and fresh delivery
827,1181,4.3,Average experience
828,1184,2.4,Food was cold
829,1185,4.4,Amazing taste
830,1186,2.6,Amazing taste
831,1187,1.8,Packaging was poor
832,1188,1.7,Hot and fresh delivery
833,1190,3.6,Packaging was poor
834,1192,4.5,Hot and fresh delivery
835,1193,1.2,Excellent service
836,1195,4.9,Wrong item delivered
837,1196,3.2,Packaging was poor
838,1197,1.4,Will order again
839,1198,4.8,Excellent service
840,1199,3.1,Will order again
841,1200,2.8,Best biryani ever
842,1201,4.4,Quick delivery
843,1202,3.7,Wrong item delivered
844,1205,4.8,Will order again
845,1206,4.1,Amazing taste
846,1208,1.3,Great food!
847,1211,4.3,Great food!
848,1212,1.3,Hot and fresh delivery
849,1213,1.9,Amazing taste
850,1214,2.1,Wrong item delivered
851,1215,4.8,Great food!
852,1217,3.6,Best biryani ever
853,1218,1.9,Delivery was late
854,1220,4.8,Hot and fresh delivery
855,1221,1.9,Average experience
856,1222,4.4,Quick delivery
857,1224,3.1,Great food!
858,1225,2.4,Food was cold
859,1227,3.0,Wrong item delivered
860,1228,4.8,Quick delivery
861,1229,3.1,Delivery was late
862,1230,3.4,Will order again
863,1231,5.0,Excellent service
864,1232,3.2,Amazing taste
865,1233,2.3,Great food!
866,1234,2.5,Quick delivery
867,1235,4.3,Wrong item delivered
868,1236,3.0,Average experience
869,1238,2.7,Wrong item delivered
870,1239,2.9,Wrong item delivered
871,1240,4.5,Wrong item delivered
872,1242,4.5,Food was cold
873,1243,1.6,Food was cold
874,1244,4.7,Hot and fresh delivery
875,1249,2.2,Delivery was late
876,1252,3.3,Great food!
877,1253,1.1,Delivery was late
878,1254,4.1,Quick delivery
879,1255,3.6,Quick delivery
880,1257,3.8,Wrong item delivered
881,1258,4.2,Best biryani ever
882,1261,2.4,Delivery was late
883,1262,3.3,Wrong item delivered
884,1263,1.8,Great food!
885,1264,4.5,Hot and fresh delivery
886,1265,4.6,Wrong item delivered
887,1267,2.0,Packaging was poor
888,1268,3.4,Packaging was poor
889,1273,1.7,Will order again
890,1274,2.7,Will order again
891,1275,3.9,Food was cold
892,1276,2.8,Quick delivery
893,1278,2.8,Delivery was late
894,1279,5.0,Average experience
895,1280,3.8,Hot and fresh delivery
896,1281,3.4,Food was cold
897,1283,3.0,Great food!
898,1284,1.8,Hot and fresh delivery
899,1285,2.9,Will order again
900,1287,1.5,Delivery was late
901,1288,2.9,Hot and fresh delivery
902,1291,4.7,Wrong item delivered
903,1293,4.8,Best biryani ever
904,1294,4.8,Delivery was late
905,1298,4.2,Amazing taste
906,1299,2.2,Average experience
907,1300,4.5,Quick delivery
908,1302,4.9,Wrong item delivered
909,1303,2.2,Will order again
910,1307,3.4,Food was cold
911,1308,4.4,Packaging was poor
912,1309,4.0,Excellent service
913,1310,2.5,Amazing taste
